LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,LEE ROGERS,DAVID KOSTER BRUCE,MICHAEL MUSSACK,TROY CASTAGNA,STEVE KNIGHT,EVAN THOMAS,TONY STRICKLAND,NAVRAJ SINGH
SAUGUS,6300023A,2507,10,N,1346,TOTAL,187,39,5,3,4,42,9,63,9
SAUGUS,6300031A,6158,10,Y,0,POLLING PLACE,0,0,0,0,0,0,0,0,0
SAUGUS,6300031A,6158,10,Y,0,VBM PORTION,0,0,0,0,0,0,0,0,0
SAUGUS,6300031A,6158,10,Y,0,TOTAL,0,0,0,0,0,0,0,0,0
SAUGUS,6300037A,6159,10,Y,32,POLLING PLACE,0,0,0,0,0,0,0,0,0
SAUGUS,6300037A,6159,10,Y,0,VBM PORTION,5,0,0,0,1,0,1,3,0
SAUGUS,6300037A,6159,10,Y,32,TOTAL,5,0,0,0,1,0,1,3,0
SAUGUS,6300040A,2508,10,N,733,POLLING PLACE,34,6,2,0,8,6,2,8,0
SAUGUS,6300040A,2508,10,N,0,VBM PORTION,67,10,1,0,3,17,16,14,2
SAUGUS,6300040A,2508,10,N,733,TOTAL,101,16,3,0,11,23,18,22,2
SAUGUS,6300099A,6160,3,Y,75,POLLING PLACE,0,0,0,0,0,0,0,0,0
SAUGUS,6300099A,6160,3,Y,0,VBM PORTION,12,0,0,0,0,6,1,2,1
SAUGUS,6300099A,6160,3,Y,75,TOTAL,12,0,0,0,0,6,1,2,1
SAUGUS,6300247A,2509,10,N,712,POLLING PLACE,42,8,1,0,5,6,4,15,1
SAUGUS,6300247A,2509,10,N,0,VBM PORTION,62,17,1,0,8,10,4,15,0
SAUGUS,6300247A,2509,10,N,712,TOTAL,104,25,2,0,13,16,8,30,1
STEVENSON RANCH,6820001A,2621,10,N,1039,POLLING PLACE,85,15,0,1,4,14,8,41,0
STEVENSON RANCH,6820001A,2621,10,N,0,VBM PORTION,75,18,1,1,6,12,7,24,0
STEVENSON RANCH,6820001A,2621,10,N,1039,TOTAL,160,33,1,2,10,26,15,65,0
STEVENSON RANCH,6820003A,2622,10,N,1355,POLLING PLACE,137,43,1,1,10,17,10,50,3
STEVENSON RANCH,6820003A,2622,10,N,0,VBM PORTION,104,30,4,0,6,18,13,22,3
STEVENSON RANCH,6820003A,2622,10,N,1355,TOTAL,241,73,5,1,16,35,23,72,6
STEVENSON RANCH,6820004A,2623,10,N,1019,POLLING PLACE,81,22,0,0,3,8,6,36,3
STEVENSON RANCH,6820004A,2623,10,N,0,VBM PORTION,98,20,1,0,4,20,4,42,0
STEVENSON RANCH,6820004A,2623,10,N,1019,TOTAL,179,42,1,0,7,28,10,78,3
STEVENSON RANCH,6820005A,2624,10,N,1053,POLLING PLACE,95,21,4,0,5,21,2,38,1
STEVENSON RANCH,6820005A,2624,10,N,0,VBM PORTION,130,25,0,2,19,23,6,45,2
STEVENSON RANCH,6820005A,2624,10,N,1053,TOTAL,225,46,4,2,24,44,8,83,3
STEVENSON RANCH,6820006A,2625,10,N,916,POLLING PLACE,83,24,1,0,4,23,13,18,0
STEVENSON RANCH,6820006A,2625,10,N,0,VBM PORTION,83,18,2,1,8,19,4,25,0
STEVENSON RANCH,6820006A,2625,10,N,916,TOTAL,166,42,3,1,12,42,17,43,0
STEVENSON RANCH,6820007A,2626,10,N,928,POLLING PLACE,66,9,2,1,1,16,5,30,0
STEVENSON RANCH,6820007A,2626,10,N,0,VBM PORTION,99,9,1,2,6,18,10,44,2
STEVENSON RANCH,6820007A,2626,10,N,928,TOTAL,165,18,3,3,7,34,15,74,2
STEVENSON RANCH,6820008A,2627,10,N,1007,POLLING PLACE,74,22,2,0,2,9,3,34,0
STEVENSON RANCH,6820008A,2627,10,N,0,VBM PORTION,96,23,5,0,4,20,7,26,1
STEVENSON RANCH,6820008A,2627,10,N,1007,TOTAL,170,45,7,0,6,29,10,60,1
STEVENSON RANCH,6820010A,2628,10,N,1472,POLLING PLACE,113,28,2,1,7,21,22,22,2
STEVENSON RANCH,6820010A,2628,10,N,0,VBM PORTION,134,26,7,1,7,14,19,40,2
STEVENSON RANCH,6820010A,2628,10,N,1472,TOTAL,247,54,9,2,14,35,41,62,4
STEVENSON RANCH,6820011A,2629,10,N,1007,POLLING PLACE,60,8,0,2,1,11,3,34,0
STEVENSON RANCH,6820011A,2629,10,N,0,VBM PORTION,93,14,5,1,11,20,2,33,1
STEVENSON RANCH,6820011A,2629,10,N,1007,TOTAL,153,22,5,3,12,31,5,67,1
VALENCIA,7360006A,2730,10,N,1132,POLLING PLACE,63,8,1,0,5,13,4,30,0
VALENCIA,7360006A,2730,10,N,0,VBM PORTION,91,22,2,0,4,14,9,30,2
VALENCIA,7360006A,2730,10,N,1132,TOTAL,154,30,3,0,9,27,13,60,2
WILSONA,7900005A,2967,3,N,1029,POLLING PLACE,70,21,2,0,4,20,6,12,0
WILSONA,7900005A,2967,3,N,0,VBM PORTION,75,14,3,1,1,16,18,10,0
WILSONA,7900005A,2967,3,N,1029,TOTAL,145,35,5,1,5,36,24,22,0
WILSONA,7900006A,2968,3,N,861,POLLING PLACE,73,11,5,2,5,34,4,11,0
WILSONA,7900006A,2968,3,N,0,VBM PORTION,63,15,1,1,8,22,5,4,0
WILSONA,7900006A,2968,3,N,861,TOTAL,136,26,6,3,13,56,9,15,0
WILSONA,7900008A,2969,3,N,1154,POLLING PLACE,67,20,0,0,3,20,11,11,1
WILSONA,7900008A,2969,3,N,0,VBM PORTION,109,21,4,3,1,46,14,11,1
WILSONA,7900008A,2969,3,N,1154,TOTAL,176,41,4,3,4,66,25,22,2
WILSONA,7900009A,2970,3,N,720,POLLING PLACE,52,10,1,0,3,17,8,9,4
WILSONA,7900009A,2970,3,N,0,VBM PORTION,40,9,0,1,0,15,4,8,0
WILSONA,7900009A,2970,3,N,720,TOTAL,92,19,1,1,3,32,12,17,4
WILSONA,7900010A,2971,3,N,900,POLLING PLACE,63,9,6,0,2,19,6,20,0
WILSONA,7900010A,2971,3,N,0,VBM PORTION,77,14,1,0,2,28,5,18,0
WILSONA,7900010A,2971,3,N,900,TOTAL,140,23,7,0,4,47,11,38,0
WILSONA,7900011A,2972,3,N,896,POLLING PLACE,112,23,1,3,2,45,11,23,2
WILSONA,7900011A,2972,3,N,0,VBM PORTION,56,18,1,1,2,15,5,8,0
WILSONA,7900011A,2972,3,N,896,TOTAL,168,41,2,4,4,60,16,31,2
LOS ANGELES,9000350A,3190,13,N,1166,POLLING PLACE,100,22,2,6,4,9,6,35,3
LOS ANGELES,9000350A,3190,13,N,0,VBM PORTION,95,20,4,5,10,10,8,21,3
LOS ANGELES,9000350A,3190,13,N,1166,TOTAL,195,42,6,11,14,19,14,56,6
LOS ANGELES,9001744A,6189,10,Y,0,POLLING PLACE,0,0,0,0,0,0,0,0,0
LOS ANGELES,9001744A,6189,10,Y,0,VBM PORTION,0,0,0,0,0,0,0,0,0
LOS ANGELES,9001744A,6189,10,Y,0,TOTAL,0,0,0,0,0,0,0,0,0
LOS ANGELES,9002264B,4061,13,N,508,POLLING PLACE,56,15,3,2,3,5,11,9,1
LOS ANGELES,9002264B,4061,13,N,0,VBM PORTION,50,8,2,0,4,4,13,8,2
LOS ANGELES,9002264B,4061,13,N,508,TOTAL,106,23,5,2,7,9,24,17,3
LOS ANGELES,9002381A,4119,13,N,571,POLLING PLACE,74,17,2,2,6,9,9,23,0
LOS ANGELES,9002381A,4119,13,N,0,VBM PORTION,77,11,1,0,4,15,5,28,3
LOS ANGELES,9002381A,4119,13,N,571,TOTAL,151,28,3,2,10,24,14,51,3
LOS ANGELES,9002579A,6202,6,Y,0,POLLING PLACE,0,0,0,0,0,0,0,0,0
LOS ANGELES,9002579A,6202,6,Y,0,VBM PORTION,0,0,0,0,0,0,0,0,0
LOS ANGELES,9002579A,6202,6,Y,0,TOTAL,0,0,0,0,0,0,0,0,0
LOS ANGELES,9002614A,6207,13,Y,0,POLLING PLACE,0,0,0,0,0,0,0,0,0
LOS ANGELES,9002614A,6207,13,Y,0,VBM PORTION,0,0,0,0,0,0,0,0,0
LOS ANGELES,9002614A,6207,13,Y,0,TOTAL,0,0,0,0,0,0,0,0,0
LOS ANGELES,9002622A,6208,6,Y,31,POLLING PLACE,0,0,0,0,0,0,0,0,0
LOS ANGELES,9002622A,6208,6,Y,0,VBM PORTION,10,1,3,0,2,1,0,1,0
LOS ANGELES,9002622A,6208,6,Y,31,TOTAL,10,1,3,0,2,1,0,1,0
LOS ANGELES,9004245A,4372,13,N,1187,POLLING PLACE,120,34,5,3,6,12,15,31,5
LOS ANGELES,9004245A,4372,13,N,0,VBM PORTION,131,40,6,1,12,12,9,32,2
LOS ANGELES,9004245A,4372,13,N,1187,TOTAL,251,74,11,4,18,24,24,63,7
LOS ANGELES,9006246A,4483,10,N,911,POLLING PLACE,105,28,1,6,5,8,13,36,4
LOS ANGELES,9006246A,4483,10,N,0,VBM PORTION,119,37,2,1,6,17,13,22,3
LOS ANGELES,9006246A,4483,10,N,911,TOTAL,224,65,3,7,11,25,26,58,7
LOS ANGELES,9006247A,4484,10,N,912,POLLING PLACE,97,28,2,0,3,14,7,26,4
LOS ANGELES,9006247A,4484,10,N,0,VBM PORTION,90,30,6,3,4,12,7,17,2
LOS ANGELES,9006247A,4484,10,N,912,TOTAL,187,58,8,3,7,26,14,43,6
LOS ANGELES,9006248A,4485,10,N,788,POLLING PLACE,82,19,2,4,6,3,10,33,0
LOS ANGELES,9006248A,4485,10,N,0,VBM PORTION,79,29,0,1,4,13,14,12,1
LOS ANGELES,9006248A,4485,10,N,788,TOTAL,161,48,2,5,10,16,24,45,1
LOS ANGELES,9006249A,4486,10,N,899,POLLING PLACE,111,25,2,1,3,15,10,37,10
LOS ANGELES,9006249A,4486,10,N,0,VBM PORTION,114,28,2,1,18,6,14,27,8
LOS ANGELES,9006249A,4486,10,N,899,TOTAL,225,53,4,2,21,21,24,64,18
LOS ANGELES,9006251A,4487,13,N,1048,POLLING PLACE,102,20,2,1,12,8,7,34,5
LOS ANGELES,9006251A,4487,13,N,0,VBM PORTION,122,28,3,2,5,23,9,33,4
LOS ANGELES,9006251A,4487,13,N,1048,TOTAL,224,48,5,3,17,31,16,67,9
LOS ANGELES,9006252A,4488,10,N,591,POLLING PLACE,57,14,1,1,3,8,3,24,0
LOS ANGELES,9006252A,4488,10,N,0,VBM PORTION,76,22,0,0,4,7,5,26,7
LOS ANGELES,9006252A,4488,10,N,591,TOTAL,133,36,1,1,7,15,8,50,7
LOS ANGELES,9007785A,4620,10,N,1199,POLLING PLACE,106,26,1,2,5,15,9,32,7
LOS ANGELES,9007785A,4620,10,N,0,VBM PORTION,116,18,3,2,9,20,8,31,4
LOS ANGELES,9007785A,4620,10,N,1199,TOTAL,222,44,4,4,14,35,17,63,11
BALLOT GROUP 3,9990003A,8003,3,N,0,POLLING PLACE,0,0,0,0,0,0,0,0,0
BALLOT GROUP 3,9990003A,8003,3,N,0,VBM PORTION,10,2,0,1,0,1,0,1,0
BALLOT GROUP 3,9990003A,8003,3,N,0,TOTAL,5,2,0,1,0,1,0,1,0
BALLOT GROUP 6,9990006A,8006,6,N,0,POLLING PLACE,0,0,0,0,0,0,0,0,0
BALLOT GROUP 6,9990006A,8006,6,N,0,VBM PORTION,0,0,0,0,0,0,0,0,0
BALLOT GROUP 6,9990006A,8006,6,N,0,TOTAL,0,0,0,0,0,0,0,0,0
BALLOT GROUP 10,9990010A,8010,10,N,0,POLLING PLACE,0,0,0,0,0,0,0,0,0
BALLOT GROUP 10,9990010A,8010,10,N,0,VBM PORTION,4,0,0,0,0,0,0,1,0
BALLOT GROUP 10,9990010A,8010,10,N,0,TOTAL,2,0,0,0,0,0,0,1,0
BALLOT GROUP 13,9990013A,8013,13,N,0,POLLING PLACE,0,0,0,0,0,0,0,0,0
BALLOT GROUP 13,9990013A,8013,13,N,0,VBM PORTION,0,0,0,0,0,0,0,0,0
BALLOT GROUP 13,9990013A,8013,13,N,0,TOTAL,0,0,0,0,0,0,0,0,0
BALLOT GROUP 21,9990021A,8021,21,N,0,POLLING PLACE,0,0,0,0,0,0,0,0,0
BALLOT GROUP 21,9990021A,8021,21,N,0,VBM PORTION,0,0,0,0,0,0,0,0,0
BALLOT GROUP 21,9990021A,8021,21,N,0,TOTAL,0,0,0,0,0,0,0,0,0
BALLOT GROUP 55,9990055A,8055,55,N,0,POLLING PLACE,0,0,0,0,0,0,0,0,0
BALLOT GROUP 55,9990055A,8055,55,N,0,VBM PORTION,0,0,0,0,0,0,0,0,0
BALLOT GROUP 55,9990055A,8055,55,N,0,TOTAL,0,0,0,0,0,0,0,0,0
