Precinct,Ballot_Group,Consolidation,IsVoteByMail
6250071F,81,6250071A,0
9000336H,86,9000336A,0
9000919C,85,9000919A,0
5000039E,2,5000039A,0
9007939E,55,9007939A,0
3430003K,104,3430001A,0
9002660A,85,9006307A,1
3550010B,1,3550064A,0
7150032B,191,7150032A,0
1040017H,14,1040017A,0
3550101Y,1,3550101A,1
2040012F,68,2040012A,0
2550017B,45,2550017A,0
6220190C,14,6220163A,0
1680003C,155,1680003A,0
2000027A,87,2000005A,0
9002753A,152,9001390A,1
0950038A,41,0950189A,0
7410011C,64,7410154A,0
2950008E,155,2950008A,0
9006214A,21,9006214A,0
3550017D,2,3550111A,0
9000136E,58,9000201B,0
5250007C,90,5250062A,0
3850213B,209,3850213A,0
0050003C,2,0050003A,0
9000068D,21,9000068A,0
9000571C,199,9000571A,0
5150023B,36,5150021B,0
9000168C,55,9001825B,0
2350020B,36,2350020A,1
1020005A,14,1020005A,1
2100104F,72,2100103A,0
2950072C,155,2950072A,0
7670016D,154,7670016A,0
1500025D,63,1500025A,0
3200019A,46,3200019A,0
9000961C,86,9000244A,0
9002564A,43,9002745A,0
1500025F,63,1500025A,0
9001777H,104,9001777B,0
3400019B,39,3400019B,0
7050027B,68,7050027A,0
4400026B,36,4400008A,0
0150008C,68,0150008A,0
1030048F,178,1030048A,0
9002143B,104,9002143A,0
9001610C,215,9006387A,0
0200011D,36,0200003A,0
9001310C,81,9001310A,0
9002298A,104,9002298A,0
5230080H,127,5230080A,0
9002496D,175,9002496B,0
6400011A,36,6400011A,0
7150008A,198,7150008A,0
3550107B,1,3550107A,0
0550080B,64,0550081A,0
5150102K,36,5150102A,0
1850036A,129,1850030A,0
3150032E,46,3150013A,0
1030001C,178,1030001A,0
5150092D,38,5150092A,0
6300014E,3,6300014A,0
9000572E,58,9000572A,0
6450003C,210,6450002A,0
9005014E,93,9005014A,0
9000463B,21,9000510C,0
9001775B,104,9001767A,0
1040070G,14,1040015A,0
9000202B,150,9000561A,0
2100030B,64,2100021A,0
7750001A,79,7750001A,0
1780043G,110,1780043B,0
7150114D,191,7150114A,0
9000240C,49,9000240A,0
6250003B,81,6250128A,0
7670016C,154,7670016A,0
9001267C,43,9001267A,0
3850060B,182,3850060A,0
3850355D,209,3850356A,0
2500020D,196,2500020B,0
6050013A,21,6050013A,0
9001023D,86,9001023A,0
1040005G,18,7360001A,0
5250066C,90,5250049A,0
9000021E,30,9000021A,0
2550010F,45,2550010A,0
4800060E,120,4800060A,0
5150075E,36,5150075A,0
9001256B,107,9001256A,0
5230009C,127,5230080A,0
7750017B,79,7750017A,0
3850616F,205,3850616A,0
2500012A,196,2500012A,0
1150001A,17,1150001A,0
3550093C,2,3550093B,0
3850216A,208,3850216A,0
7680003A,196,7680003A,0
0600040C,64,0600012A,0
2300041B,139,2300041B,0
2550111C,45,2550111A,0
2950076B,155,2950076A,0
4780003K,120,4780003A,1
2950048D,155,2950048A,0
6250104A,81,6250011A,0
9000989A,93,9000989A,0
9003674A,104,9002009A,0
3850552B,167,3850552B,0
9001731A,104,9001731A,0
9000087C,30,9000087A,0
9007619A,215,9007619A,0
9007960D,55,9006620A,0
5000072R,2,5000072A,0
4800010B,120,4800010A,0
2950076D,155,2950076A,0
9002133B,104,9002143A,0
6220016I,18,6220101B,0
7150144G,191,7150144A,0
2000040C,87,2000040A,0
0800015A,134,0800011A,0
9002520B,175,9002520A,0
1500022C,63,1500022A,0
2550135E,45,2550135A,0
2500028E,196,2500013A,0
3800017D,195,3800017A,0
5250028D,90,5250028D,0
3300073D,120,3300073A,0
6250045C,81,6250045A,0
9000826C,43,9000826A,0
9000479A,20,9005662A,0
9001229B,30,9007311A,0
2950018E,155,2950018A,0
0350048F,68,0350048A,0
3430004A,104,3430004A,0
5530036C,192,5530036A,0
5240020A,124,5240020A,1
6450005F,210,6450005A,0
9000259D,55,9000259A,0
9006321F,86,9000444A,0
3850612D,205,3850612A,0
7800001C,120,7800001A,0
4050004A,83,4050004A,0
1030016C,178,1030016A,0
4700006G,28,6220191A,1
9000640C,30,9000640A,0
2950007C,155,2950007A,0
4700010A,34,4700009A,1
5000070D,2,5000070B,0
1040017D,14,1040017A,0
9000818A,86,9000515A,0
9001956F,136,9001956A,0
5100016B,163,5100016A,0
9000180E,55,9000180A,0
9002211C,136,9002211A,0
1550001D,164,1550001A,0
7150104A,191,7150104A,0
2750010C,193,2750003B,0
9001384A,189,9001384A,0
0350058G,68,0350058A,0
9001065A,21,9001065A,0
3550010G,1,3550064A,0
9002247B,80,9002247A,0
9002122B,94,9002122A,0
9000380F,86,9000357A,0
0550079H,64,0550076A,0
3850027D,169,3850027D,0
7850050D,180,7850050A,0
7800176C,120,7800176A,0
9000830C,86,9000597A,0
7700008B,64,7700008B,0
0550010D,64,0550010D,0
0600035A,64,0600035A,0
9001755A,136,9001755A,0
2950004D,155,2950004A,0
0950031D,46,0950031A,0
2700043A,155,2700043A,0
9002422A,84,9001457A,0
9001282C,102,9001220C,0
5000036B,2,5000036A,0
9001920C,142,9001920A,0
1430036B,132,1430036A,0
5250041C,90,5250041A,0
9002223D,79,9001433A,0
7600004E,112,7600004A,0
9002047A,138,9002047A,0
1850080E,129,1850080A,0
9001993H,139,9000834A,0
9001876A,152,9001876A,0
9001030A,136,9001030A,0
9003201D,150,9003201A,0
3680002B,2,3680001A,0
0950031C,46,0950031A,0
3430100D,104,3430003C,1
9002232B,81,9002232A,0
1070031E,124,1070031A,0
9006419F,54,9006416A,0
9000518C,21,9000518A,0
0800003D,134,0800003A,0
1450155F,179,1450133A,0
3150012H,46,3150012A,0
4780011B,120,4780011A,0
3850005E,188,3850386C,0
1070029C,124,1070029A,0
5000011B,2,5000011A,0
5000071A,2,5000071A,0
2950018D,155,2950018A,0
9001139A,180,9002518A,0
3000001E,64,3000003A,0
9001433F,79,9001433A,0
9000654B,30,9000654A,0
9000725F,79,9000725D,0
0350008A,68,0350008A,0
5550098C,190,5550019A,0
1550006E,164,1550005A,0
3850240B,206,3850110A,0
6220118C,14,6220118A,0
0400007D,124,0400007A,0
9001194A,49,9001191A,0
3850380A,212,3850380A,0
5550045E,190,5550045A,0
9002334F,104,9002334A,0
5200042P,2,5200042A,0
9000321F,21,9000321A,0
1500027C,63,1500027A,0
3450025C,162,3450035A,0
6530046A,115,6530046A,0
9002368A,104,9002368A,0
5230013G,127,5230013A,0
9005012B,93,9005012A,0
2700021E,155,2700021A,0
2050048A,123,2050048A,0
7050072F,68,7050072A,0
4800029E,120,4800029B,0
9000114B,55,9000129C,0
9006324F,86,9006324A,0
2550005C,45,2550015A,0
6100018B,68,6100018A,0
9002176B,21,9002176A,0
3850346C,209,3850346A,0
9002379B,17,9000350A,0
9002693B,60,9000215B,0
0550025B,64,0550025B,0
9005320B,104,9005321A,0
9001546D,150,9001546A,0
5400050D,1,5400004A,0
9000746B,60,9001109A,0
2950025E,154,2950025A,0
1500037E,63,1500074C,0
0550023E,64,0550010A,0
1070003A,124,1070003A,0
7800048A,120,7800048A,0
9001362A,81,9001326A,0
1030027B,178,1030027A,0
3850376E,209,3850373A,0
6850019A,30,6850002A,0
3990007D,156,3990007A,0
9000619B,21,9000732A,0
5230035G,127,5230035A,0
1850006E,129,1850006B,0
9002249A,43,9001647A,0
7150146G,191,7150161A,0
9001323D,177,9001323A,0
9002863A,150,9002863A,0
9002813B,86,9000907A,0
9001342D,81,9001342A,0
9002895B,21,9000331A,0
9002287A,80,9002287A,0
3850095B,205,3850091A,0
1780003F,110,1780003A,0
6100031B,68,6100031B,0
9000197C,58,9000197B,0
7700002C,64,7700002A,0
3150064C,46,3150037A,0
7600012E,112,7600012A,0
9001209B,79,9001196A,0
1070013D,124,1070013A,0
9000293B,175,9000293A,0
1780076A,110,1780076A,0
5230020A,127,5230020A,0
9000090A,21,9000090A,0
2600021A,65,2600001A,0
0200020C,36,0200091A,0
4800054A,120,4800054A,0
5550017F,190,5550017A,0
1030032F,178,1030032A,0
9005110B,58,9002321A,0
0700001H,164,0700001A,0
7680011D,196,7680011C,0
9002677A,58,9000606A,0
9005117G,47,9000700B,0
0950136A,46,0950135A,0
9000197K,58,9000197B,0
1300008D,37,1300009A,0
7800165G,120,7800167C,0
9001608A,81,9001608A,0
3550105C,2,3550061A,0
1100001A,64,1100001A,0
3450008E,158,3450008A,0
9001467C,104,9001465C,0
6530002B,73,6530002A,0
0080075C,83,0080070A,0
7700150G,64,7700150A,0
9000492B,60,9000251A,0
9006232D,11,9006232A,0
9001047F,94,9001047B,0
9000055F,86,9000055A,0
1780075E,110,1780075A,0
3450016B,159,3450016A,0
1850025E,129,1850025A,0
7700014D,64,7700014B,0
7750040B,79,7750077C,0
9001109D,60,9001109A,0
9007935D,55,9007935A,0
9001429F,79,9001429A,0
9002362G,104,9002362C,0
3680001B,2,3680001A,0
6250055A,81,6250056A,0
2750004F,193,2750004A,0
1030114D,178,1030114A,0
6600013E,36,6600013A,0
9000214A,58,9000214A,0
0950132B,46,0950132A,0
9007928E,55,9007928A,0
0750041C,124,0750041A,0
9001438F,81,9001441A,0
1500082B,63,1500082A,0
3850039D,182,3850039A,0
9006447A,54,9006447A,0
9006626F,55,9006626A,0
4500035D,70,4500030A,0
3850098C,209,3850003A,0
1450007C,179,1450007B,0
3850075B,208,3850075A,0
7700169C,109,7700169B,0
0750010E,129,0750010A,0
9005833D,81,9005833A,0
9000510B,21,9000463A,0
2550067C,45,2550067A,0
5150002T,36,5150002K,1
3650018B,155,3650018A,0
4200012B,164,4200006A,0
9000163B,21,9000163A,0
9002619B,19,9004234A,0
2850050H,99,2850050A,0
6220004D,14,6220004A,0
4050064B,83,4050064A,0
5850027E,110,5850027A,0
5250079B,90,5250079A,0
4450015E,126,4450015A,0
3450082C,158,3450019A,0
9000104D,19,9000104A,0
9001895E,94,9001895A,0
9000593C,86,9000796B,0
9000511D,60,9000511A,0
4500001A,69,4500001A,0
1850015F,129,1850015A,0
2550115D,45,2550087A,0
7750024F,79,7750024A,0
7510003D,104,7510003C,0
9002573C,77,9000601A,0
1750052B,1,1750052A,1
1750010A,2,1750054A,0
3850242B,206,3850242A,0
9002162C,136,9002162A,0
9000883A,79,9000458A,0
9002369B,104,9002358A,0
4400011E,39,4400011A,0
9000259B,55,9000259A,0
1500029E,63,1500029A,0
6200003C,75,6200003B,0
9002285B,104,9002285A,0
4100018A,192,4100019A,0
2630159E,123,2630159A,0
6550061D,171,6550061A,0
1070034D,124,1070010A,0
2600024A,65,2600104A,0
7800007B,120,7800007B,0
2700001A,155,2700001A,0
9001995B,104,9002322B,0
3550041B,2,3550041A,0
9000655C,30,9000655A,0
9001366D,81,9001366A,0
6530040C,115,6530043B,0
3850045B,209,3850045B,0
9000705A,58,9000751B,0
6220109D,18,6220109A,0
3990062C,156,3990062A,0
2550048B,45,2550062A,0
2000013B,88,2000013A,0
9007825B,52,9007825B,0
0200017C,36,0200017A,0
0950159E,46,0950158B,0
1600025E,104,1600025A,0
5050006C,192,5050014A,0
6250092G,81,6250092A,0
7150032F,191,7150032A,0
9000374E,21,9000074A,0
9003168C,86,9003168A,0
2020007D,35,2020007A,0
2550116A,45,2550116A,0
3550028A,1,3550004A,0
3850347B,214,3850262A,0
7800005A,120,7800001A,0
9000119F,21,9000119A,0
5150030D,36,5150198A,0
3450015A,159,3450016A,0
9006388D,215,9006388B,0
2950076A,155,2950076A,0
5000085A,2,5000006A,0
1040004B,14,1040028A,0
9001405A,215,9001405A,0
5150009C,38,5150004A,0
4050062A,83,4050062A,0
4400030F,39,4400030A,0
9006440A,55,9006440A,0
2550142F,45,2550032A,0
0550086F,64,0550086A,0
9002404A,147,9001622B,0
1040026E,14,1040026A,0
5150063D,36,5150147A,0
5000012B,2,5000012A,0
9000231D,60,9000231A,0
2100017A,72,2100017A,0
9001196G,79,9001196A,0
9001220B,102,9001271A,0
7600008D,112,7600008A,0
9001832C,21,9002811A,0
9002788B,136,9002788A,0
9005826D,81,9005826A,0
2100113D,72,2100113A,0
0200017F,36,0200017A,0
6550002A,171,6550009A,0
7700033E,64,7700040A,0
9007016A,94,9007016A,0
9000720B,137,9000985A,0
9005399D,93,9005400A,0
7900002B,1,1750052A,1
1070011F,124,1070011A,0
6600002B,36,6600005A,0
2350020D,36,2350020A,1
1040016E,14,1040016A,0
5530059D,192,5530016A,0
9000833F,86,9000833B,0
9001484C,215,9001405A,0
6250043E,81,6250053A,0
3850220A,182,3850220A,0
0700012F,164,0700018A,0
6220061K,14,6220061A,0
9000088F,58,9000088A,0
7150114C,191,7150114A,0
0150049B,68,0150021A,0
1450042E,179,1450042C,0
9006220C,22,9003614A,0
0700012B,164,0700017A,0
2600058A,65,2600058A,0
1070023G,124,1070023A,0
6000009D,39,6000009A,0
3450025G,162,3450025B,0
1100081C,64,1100081A,0
5250030A,90,5250030A,0
5500109E,108,5500109A,0
9001487C,215,9001484A,0
9000410J,60,9002854A,0
9000098E,55,9000098A,0
1780001E,110,1780001A,0
9001367C,81,9001307A,0
9001733C,79,9001733A,0
9000887F,86,9000887A,0
9001537A,93,9001537A,0
0900039E,81,0900041A,0
7150132E,191,7150132A,0
1940007C,71,1940007A,0
3550010E,1,3550064A,0
5530029C,192,5530027A,0
9000066A,30,9005651A,0
0350043F,68,0350003A,0
5150041E,36,5150041A,0
4780011A,120,4780011A,0
0150064D,68,0150064A,0
0750014C,129,0750014A,0
7800087C,120,7800087A,0
2950030D,155,2950030A,0
5850180B,110,5850011A,0
9000266A,55,9000742A,0
9002793A,30,9000416A,0
9000229D,55,9007843A,0
9002516A,21,9000101A,0
1020007G,3,6300099A,1
5750007C,69,5750007A,0
5400005J,2,5400005A,0
9000637F,30,9000637A,0
5150072B,36,5150080A,0
5730001F,192,5730001A,0
5750019G,70,5750019A,0
1070008B,124,1070008A,0
9000002D,104,9000002A,0
9000248A,86,9000248A,0
4150049A,149,4150048A,0
7750020A,79,7750016A,0
1250067A,36,1250075A,1
9001470B,104,9001470B,0
1780091F,110,1780091E,0
1780077A,110,1780077A,0
0950166B,46,0950166B,0
3000004G,64,3000004A,1
9001462D,84,9001463A,0
3450004F,158,3450004A,0
0150023E,68,0150023A,0
4800060F,120,4800060A,0
2600008G,65,2600008A,0
9001797D,86,9001820A,0
1030106E,178,1030106A,0
0050061N,2,0050061A,0
7150055E,198,7150055A,0
2600104L,65,2600104A,0
6220001A,18,6220109A,0
5850077F,110,5850027A,0
9000215A,60,9000402A,0
9001486A,104,9001482A,0
5600073D,115,5600073A,0
1070029B,124,1070029A,0
9005188A,58,9005188A,0
9002466D,136,9002466A,0
0200086A,36,0200005A,0
6250095A,81,6250095A,0
5500011D,63,5500011A,0
9001440C,81,9001438A,0
9000239D,79,9001576A,0
2550010C,45,2550020A,0
9002881A,86,9000946A,0
2630197F,123,2630199A,0
9000192A,62,9000192A,0
9005003D,93,9002835A,0
9001727E,177,9001727A,0
9002625B,98,9002625A,1
9006348B,211,9006348A,0
6220041F,18,6220041A,0
9001361F,81,9001361A,0
3850660A,203,3850660A,0
6820007M,18,6820007A,0
9002022A,136,9002022A,0
1040026D,14,1040026A,0
5200043E,2,5200040D,0
9000895C,43,9000894A,0
2850023B,99,2850012A,0
9006260F,52,9006260A,0
9006370F,199,9006370A,0
5400057H,1,5400057A,0
9002093B,104,9002097B,0
0750036A,124,0750036A,0
5550022A,190,5550093B,0
6220171C,3,6220170A,0
7800022D,120,7800022B,0
3850342A,204,3850229A,0
9002436B,104,9000908A,0
0200016A,36,0200038B,0
9002047E,138,9002047A,0
2600108A,65,2600019A,0
6700004A,120,6700052A,0
4500024D,70,4500025A,0
6250008F,81,6250008A,0
7050069A,68,7050068A,0
3450015C,159,3450021A,0
7150125D,198,7150125A,0
9000419C,55,9000419A,0
6700020D,120,6700016A,0
0850008A,86,0850014A,0
3850270C,214,3850270A,0
0550001C,64,0550001A,0
9001092E,60,9001080A,0
6220011C,14,6220008A,0
9001461A,84,9001461A,0
9000510E,21,9000510A,0
7800031G,120,7800075A,0
9002739A,103,9002739A,1
7800042D,120,7800042A,0
1300006B,37,1300019A,0
1070008C,124,1070008A,0
9002047H,138,9002047A,0
7800059B,120,7800058B,0
6820004F,18,6820015A,0
4450001G,126,4450001A,0
7150094A,191,7150094A,0
9006632A,55,9006656A,0
7700040A,64,7700040A,0
2630193E,123,2630193C,0
7050077F,68,7050076B,0
2610001S,2,2610009A,1
0350036C,68,0350029B,0
5530054C,192,5530015A,0
9002087E,104,9002112A,0
6550020A,171,6550020A,0
9006321A,86,9000796B,0
9003072A,152,9003072A,0
3670007A,155,3670007A,0
6220124B,14,6220115A,0
3850073B,204,3850072A,0
3850179C,204,3850179A,0
9000485C,43,9000481A,0
4800089A,124,4800089A,0
5550047C,190,5550058A,0
9002030C,137,9001563A,0
3500017E,36,3500055A,1
6550006B,171,6550006A,0
6220005D,14,6220005A,0
0750011D,129,0750011A,0
7510001F,104,7510001A,0
0050004E,2,0050004B,0
6550010B,171,6550010A,0
2850001A,99,2850001A,0
7410016A,64,7410016A,0
2500026A,196,2500026A,0
5230017F,128,5230017A,0
1100077D,64,1100077A,0
9000494A,58,9000494A,0
1040029A,14,1040003A,0
9000088D,58,9000088A,0
2000010B,87,0850058A,0
9002500E,138,9002500A,0
9001358D,81,9001358A,0
6220034L,18,6220149A,0
1070010B,124,1070010A,0
5250147F,90,5250147A,0
9000253B,55,9001091B,0
3850328B,214,3850328A,0
6250029F,81,6250015B,0
9002888B,21,9002888A,0
4400067N,39,4400067A,0
3550023C,1,3550023A,0
1040017C,14,1040017A,0
5000007A,2,5000007A,0
5550090C,190,5550032A,0
9005316B,104,9005316A,0
5150028D,36,5150090E,0
5850018C,110,5850018A,0
7150114B,191,7150114A,0
3850308C,209,3850308A,0
3850249D,205,3850249A,0
5150014E,38,5150014A,0
9000174H,55,9000174A,0
9001036B,55,9001036B,0
2040010F,68,2040010A,0
1960032B,180,1960032A,0
1300061B,37,1300063A,0
9000004A,148,9000004A,0
3990019D,156,3990019A,0
3850177B,204,3850179A,0
3850185B,209,3850185A,0
6250006E,81,6250006A,0
0050028C,2,0050061A,0
9001137B,104,9005291B,0
4650002V,2,2610009A,1
3550093A,2,3550077A,0
1850031C,129,1850031A,0
9000557A,55,9000557A,0
9001988A,104,9002324A,0
2550088D,45,2550088C,0
9002809B,86,9000444A,0
1600045B,104,1600045A,0
9001095E,60,9001095C,0
1450167F,179,1450167A,0
9001859B,94,9001859A,0
3850560D,208,3850549A,0
9005147F,58,9005147A,0
9000121D,51,9000118A,0
6100043F,68,6100043A,0
3850346D,209,3850346A,0
3850370D,209,3850370C,0
9002881G,86,9000536A,0
3450037A,162,3450037A,0
0050028B,2,0050061A,0
9002794A,30,9007323A,0
9002264A,17,9006251A,0
9001369C,81,9002907A,0
6220135A,14,6220135A,0
7150146E,191,7150161A,0
3650009E,155,3650009A,0
1000016E,56,1000016A,0
9001660D,86,9001660A,0
9002861B,104,9002090A,0
9006447G,54,9006447A,0
9001300H,82,9007382A,0
6600006C,36,6600006A,0
4700002S,17,4700001F,1
3850008C,188,3850008A,0
9002142A,86,9005543C,0
5550026E,190,5550056A,0
7410010C,64,7410010A,0
9001890C,94,9001890A,0
5150086C,36,5150015A,0
9000124A,55,9000711A,0
5250004B,90,5250004A,0
1070032B,124,1070032A,0
6250063A,81,6250025B,0
5530048D,192,5530048A,0
5530015B,192,5530013A,0
6700015A,120,6700015A,0
1450022D,179,1450022B,0
9000102B,58,9000102A,0
3850198C,204,3850198A,0
5000025A,2,5000025A,0
7750017C,79,7750017A,0
5150025C,36,5150025A,0
1150001M,17,1150001A,0
9001631A,93,9001631A,0
3850290D,214,3850290A,0
9001440D,81,9001441A,0
9001137A,104,9005293A,0
9001038A,136,9001030A,0
3150026D,46,3150021A,0
3850349B,209,3850349A,0
3300015B,120,3300015A,0
9001502C,104,9001502A,0
1020014B,14,1020014A,0
6250098C,81,6250098A,0
6220078D,14,6220078A,0
6220098F,14,6220098B,0
4450031A,126,4450031A,0
2600016A,65,2600016A,0
3550064A,1,3550064A,0
2930010B,114,2930010A,1
9000155C,62,9000155A,0
9000664D,79,9000389B,0
6220066D,14,6220096A,0
9002154A,104,9002154A,0
6250053D,81,6250053A,0
5550003A,190,5550090A,0
3850272D,214,3850272A,0
6220040E,18,6220040C,0
1680007A,155,1680007A,0
9000154D,60,9000596A,0
9002342G,104,9002342B,0
6300003D,3,6300004A,1
6250092E,81,6250092A,0
7800047A,120,7800007B,0
0950016B,41,0950016A,0
0200004E,36,0200004A,0
3550101K,1,3550084A,0
9000699D,43,9000699B,0
9000742D,55,9000742A,0
6550004C,171,6550004A,0
9000323B,86,9000243A,0
2550074B,45,2550073A,0
1040070T,14,1040015A,0
5150016A,36,5150197A,0
9001546A,150,9001546A,0
9000434A,43,9004239A,0
5000072G,2,5000072A,0
9000030A,54,9000030A,0
7800083E,120,7800083A,0
4050051F,83,4050051A,0
9000055E,86,9000055A,0
9002284B,58,9000399A,0
9000137D,58,9000137A,0
1900011A,67,1900007A,0
4800018G,120,4800018A,0
4500047C,69,4500010A,0
1850009B,129,1850009A,0
5750035D,69,5750035A,0
9000267G,81,9000267A,0
7510008B,104,7510008A,0
1550005C,165,1550005C,1
9000031A,54,9000031A,0
9001249F,107,9001249A,0
3300014A,120,3300014A,0
0950197D,41,0950178A,0
9000095D,19,9000095A,0
5150046C,36,5150046A,0
5730011E,192,5730011A,0
7150017B,198,7150017A,0
9001436D,79,9001436A,0
9005400C,93,9005400A,0
2950001D,155,2950001A,0
1850027C,129,1850032A,0
5530084C,192,5530082A,0
0800011B,134,0800011A,0
2630064E,123,2630064A,0
4450036G,126,4450036A,0
3450091A,158,3450091A,0
3900061A,120,3900061A,0
6220170C,3,6220170A,0
0950017C,48,0950012A,0
2600035D,65,2600064A,0
2020012E,35,2020012A,0
0950175B,48,0950175A,0
5530023C,192,5530026A,0
9002830A,79,9001603A,0
9006421D,54,9006421A,0
4650001L,2,4650001A,0
7800058E,120,7800058B,0
9001361D,81,9001361A,0
9000454D,142,9000454A,0
1300020F,37,1300020A,0
9000753A,43,9000753A,0
6300018K,14,6300023A,0
9001920B,142,9001920A,0
1070025A,124,1070025A,0
9000205E,58,9000205A,0
6530045B,115,6530045A,0
9000483C,21,9000483A,0
3850387B,188,3850386C,0
6220080D,14,6220080A,0
9000443B,58,9000443A,0
9001365C,81,9005827A,0
9002969D,19,9002828E,0
2550119C,45,2550119A,0
9000232E,21,9000232A,0
3680002M,2,3680001A,0
3680009C,2,0090005B,1
3850568C,209,3850568A,0
1850029E,129,1850029B,0
9007971B,55,9007971A,0
3550091A,1,3550004A,0
6220027A,18,6220002B,0
9000404F,58,9000406B,0
9002225C,79,9002225A,0
5150025B,36,5150025A,0
5000085C,2,5000003A,0
1020005H,14,1020005A,1
9005827F,81,9005827A,0
9001875B,93,9001875A,0
9002413A,84,9005315A,0
7510002A,104,7510001A,0
7410012B,64,7410011B,0
4800038C,120,4800038A,0
9001030E,136,9001030A,0
5250042D,90,5250042A,0
9001606A,215,9003458B,0
2550028G,45,2550028A,0
3500055K,36,3500055A,1
9007346A,46,9007346A,0
2950001C,155,2950001A,0
3900082C,120,3900082A,0
0930001C,210,0930001A,0
6220086E,14,6220086A,0
6300460K,3,6300002B,1
9005826C,81,9005826A,0
9002583C,175,9002583A,0
9000351E,58,9000072A,0
9007129C,58,9005147A,0
6000052M,39,6000052A,0
9001029C,55,9006618B,0
0950141C,46,0950013B,0
9001613E,81,9001623A,0
9000395D,43,9000395B,0
0050001N,2,0050004B,0
9005669E,21,9005669A,0
6820017B,18,6820001A,0
6100017A,68,6100017A,0
5250055D,90,5250055A,0
4500007D,69,4500007A,0
